Product Name,Original_price,Offer_price,percentage,assurance
"Apple MacBook Air Core i5 5th Gen - (8 GB/128 GB SSD/Mac OS Sierra) MQD32HN/A A1466  (13.3 inch, Silver, 1.35 kg)","62,990","84,900",25% off,True
