Product Name,Original_price,Offer_price,percentage,Brand,assurance,products_link
Running Shoes For Men,"3,999","8,999",55% off,air sport,False,https://www.flipkart.com/air-sport-running-shoes-men/p/itme01c8860546b0?pid=SHOFK8793EB58VGB&lid=LSTSHOFK8793EB58VGBIGVIDG&marketplace=FLIPKART&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=0c2f585a-7888-4b52-b416-05ab8a92e5bd.SHOFK8793EB58VGB.SEARCH&ssid=h7tms8ez400000001568520488194&qH=47f8ba5c10136d89
ADISTARK 1.0 Running Shoes For Men,"2,000","3,999",49% off,ADIDAS,True,https://www.flipkart.com/adidas-adistark-1-0-running-shoes-men/p/itmf3yyefwyhhtbp?pid=SHOER6GVGKQ9NUHA&lid=LSTSHOER6GVGKQ9NUHA1MEUVU&marketplace=FLIPKART&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=4f455cd3-4849-4f3f-9fcd-e13adec040ee.SHOER6GVGKQ9NUHA.SEARCH&ssid=h7tms8ez400000001568520488194&qH=47f8ba5c10136d89
Quickspike MS Running Shoes For Men,"3,999",NO,NO,ADIDAS,True,https://www.flipkart.com/adidas-quickspike-ms-running-shoes-men/p/itmfhwpbybh83xyp?pid=SHOFHWPAKGK28XTW&lid=LSTSHOFHWPAKGK28XTWZZNB5Y&marketplace=FLIPKART&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=501fc8a2-8930-4a70-b430-392a48da2ecb.SHOFHWPAKGK28XTW.SEARCH&ssid=h7tms8ez400000001568520488194&qH=47f8ba5c10136d89
QUESTAR BYD Running Shoes For Men,"3,999","7,999",50% off,ADIDAS,True,https://www.flipkart.com/adidas-questar-byd-running-shoes-men/p/itmf7g8etceg4jhg?pid=SHOF7G8ECJKQFYHG&lid=LSTSHOF7G8ECJKQFYHG41410C&marketplace=FLIPKART&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=0d0a54d5-4be8-4d9a-8345-b93afab416de.SHOF7G8ECJKQFYHG.SEARCH&ssid=h7tms8ez400000001568520488194&qH=47f8ba5c10136d89
ADI PACER ELITE M Running Shoes For Men,"3,999",NO,NO,ADIDAS,True,https://www.flipkart.com/adidas-adi-pacer-elite-m-running-shoes-men/p/itmf3yyg27hchwyh?pid=SHOESR5QRY9AHY5P&lid=LSTSHOESR5QRY9AHY5PQA0II1&marketplace=FLIPKART&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=6b459bf7-e227-40b8-8b29-411d748ae307.SHOESR5QRY9AHY5P.SEARCH&ssid=h7tms8ez400000001568520488194&qH=47f8ba5c10136d89
Quickspike MS Running Shoes For Men,"3,999",NO,NO,ADIDAS,True,https://www.flipkart.com/adidas-quickspike-ms-running-shoes-men/p/itmfhwpbsgn7pxsy?pid=SHOFHWPBYHAUASHU&lid=LSTSHOFHWPBYHAUASHUJKG02E&marketplace=FLIPKART&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=ae677059-6e74-4b22-8645-9bce61f0be2d.SHOFHWPBYHAUASHU.SEARCH&ssid=h7tms8ez400000001568520488194&qH=47f8ba5c10136d89
ADISPREE 4 (CJ8008) Running Shoes For Men,"2,999","3,999",25% off,ADIDAS,False,https://www.flipkart.com/adidas-adispree-4-cj8008-running-shoes-men/p/itmffajdq8t8wayr?pid=SHOFF9Q4HWSJWAH5&lid=LSTSHOFF9Q4HWSJWAH5SGAI9B&marketplace=FLIPKART&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=c52a74fb-aa95-439f-86c9-d44df72317c2.SHOFF9Q4HWSJWAH5.SEARCH&ssid=h7tms8ez400000001568520488194&qH=47f8ba5c10136d89
ERDIGA M Running Shoes For Men,"3,999",NO,NO,ADIDAS,True,https://www.flipkart.com/adidas-erdiga-m-running-shoes-men/p/itmf3yygfz9g9hqy?pid=SHOESR5P8APMHW7J&lid=LSTSHOESR5P8APMHW7JXRLIN3&marketplace=FLIPKART&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=ec4b4cff-8a6b-4b67-a206-7cdd9260dd67.SHOESR5P8APMHW7J.SEARCH&ssid=h7tms8ez400000001568520488194&qH=47f8ba5c10136d89
TENNIS HASE SHOES Running Shoes For Men,"3,999",NO,NO,ADIDAS,False,https://www.flipkart.com/adidas-tennis-hase-shoes-running-men/p/itmfb7zwwjhyvwxc?pid=SHOFB6R5GSK5ZTXM&lid=LSTSHOFB6R5GSK5ZTXMZMODYF&marketplace=FLIPKART&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=e879e3f1-66d3-49bf-bd89-c464bc060e07.SHOFB6R5GSK5ZTXM.SEARCH&ssid=h7tms8ez400000001568520488194&qH=47f8ba5c10136d89
CI9827 Running Shoes For Men,"3,999","5,999",33% off,ADIDAS,False,https://www.flipkart.com/adidas-ci9827-running-shoes-men/p/itmfdjmcqz8thswz?pid=SHOFDJAKSFZ8UAJ7&lid=LSTSHOFDJAKSFZ8UAJ71KTD0V&marketplace=FLIPKART&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=579a66a9-9adb-4310-ba38-e79e30bfc112.SHOFDJAKSFZ8UAJ7.SEARCH&ssid=h7tms8ez400000001568520488194&qH=47f8ba5c10136d89
ERDIGA 10 Running Shoes For Men,"3,999",NO,NO,ADIDAS,True,https://www.flipkart.com/adidas-erdiga-10-running-shoes-men/p/itmf3yyke2qhavzu?pid=SHOEWHYAG9VHA2RZ&lid=LSTSHOEWHYAG9VHA2RZS1YKPZ&marketplace=FLIPKART&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=e8dd4bfc-a5c5-48db-8ca2-019aebba8acb.SHOEWHYAG9VHA2RZ.SEARCH&ssid=h7tms8ez400000001568520488194&qH=47f8ba5c10136d89
CLOUDFOAM ULTIMATE Running Shoes For Men,"3,999","7,999",50% off,ADIDAS NEO,True,https://www.flipkart.com/adidas-neo-cloudfoam-ultimate-running-shoes-men/p/itmf3yyjt6tz2h3v?pid=SHOEVMGFJUPHUCE2&lid=LSTSHOEVMGFJUPHUCE2F9LO9P&marketplace=FLIPKART&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=9faa329f-9e6a-42cf-9629-5e5cbca9429e.SHOEVMGFJUPHUCE2.SEARCH&ssid=h7tms8ez400000001568520488194&qH=47f8ba5c10136d89
ELEMENT RACE Running Shoes For Men,"3,079","5,599",45% off,ADIDAS,True,https://www.flipkart.com/adidas-element-race-running-shoes-men/p/itmf3xzys5svmhh8?pid=SHOFFF6U8GEUUNHY&lid=LSTSHOFFF6U8GEUUNHY3MS6AQ&marketplace=FLIPKART&srno=s_1_25&otracker=search&otracker1=search&fm=organic&iid=245041a6-272d-4b80-9297-82e57d6105e2.SHOFFF6U8GEUUNHY.SEARCH&ssid=h7tms8ez400000001568520488194&qH=47f8ba5c10136d89
Yeezy Boost 700 Inertia Running Shoes For Men,"3,990","6,890",42% off,Bandulo,False,https://www.flipkart.com/bandulo-yeezy-boost-700-inertia-running-shoes-men/p/itmedf5d4937e02f?pid=SHOFK65TZHFMEMAV&lid=LSTSHOFK65TZHFMEMAVA46MK4&marketplace=FLIPKART&srno=s_1_26&otracker=search&otracker1=search&fm=organic&iid=b429bea6-1957-46bd-9f57-8392e2aa9265.SHOFK65TZHFMEMAV.SEARCH&ssid=h7tms8ez400000001568520488194&qH=47f8ba5c10136d89
TENNIS HASE SHOES Running Shoes For Men,"3,999",NO,NO,ADIDAS,False,https://www.flipkart.com/adidas-tennis-hase-shoes-running-men/p/itmffv353uazdjhb?pid=SHOFFUS67H2BGUZF&lid=LSTSHOFFUS67H2BGUZFY5PKWL&marketplace=FLIPKART&srno=s_1_27&otracker=search&otracker1=search&fm=organic&iid=0c9d0712-6ad0-4d67-8853-df3b245b783d.SHOFFUS67H2BGUZF.SEARCH&ssid=h7tms8ez400000001568520488194&qH=47f8ba5c10136d89
TENNIS HASE SHOES Running Shoes For Men,"3,999",NO,NO,ADIDAS,False,https://www.flipkart.com/adidas-tennis-hase-shoes-running-men/p/itmffv35yvqpyraz?pid=SHOFFUS6C2MHZCEV&lid=LSTSHOFFUS6C2MHZCEVU72WHL&marketplace=FLIPKART&srno=s_1_28&otracker=search&otracker1=search&fm=organic&iid=0db41dbe-20be-4817-964e-3b3810a893cb.SHOFFUS6C2MHZCEV.SEARCH&ssid=h7tms8ez400000001568520488194&qH=47f8ba5c10136d89
ADISTARK 1.0 M Running Shoes For Men,"2,799","3,999",30% off,ADIDAS,False,https://www.flipkart.com/adidas-adistark-1-0-m-running-shoes-men/p/itmf3xvqydknz8ez?pid=SHOF2Z2Y4A9N8GU9&lid=LSTSHOF2Z2Y4A9N8GU9O5POAG&marketplace=FLIPKART&srno=s_1_29&otracker=search&otracker1=search&fm=organic&iid=1160959c-efc9-446b-8af8-01ac76a4b70d.SHOF2Z2Y4A9N8GU9.SEARCH&ssid=h7tms8ez400000001568520488194&qH=47f8ba5c10136d89
QUESTAR RIDE Running Shoes For Men,"3,999","7,999",50% off,ADIDAS,False,https://www.flipkart.com/adidas-questar-ride-running-shoes-men/p/itm8232a3a29e6c9?pid=SHOFJ582AH6SRYZV&lid=LSTSHOFJ582AH6SRYZVDAWKGY&marketplace=FLIPKART&srno=s_1_30&otracker=search&otracker1=search&fm=organic&iid=9cf9c9c1-1e45-4ec8-ba89-2be8f8ea2c5d.SHOFJ582AH6SRYZV.SEARCH&ssid=h7tms8ez400000001568520488194&qH=47f8ba5c10136d89
Running Shoes For Men,"3,999","7,999",50% off,ADIDAS,False,https://www.flipkart.com/adidas-running-shoes-men/p/itm96634b136e8f9?pid=SHOFJFXWCEZWUUQX&lid=LSTSHOFJFXWCEZWUUQXZ25P4I&marketplace=FLIPKART&srno=s_1_31&otracker=search&otracker1=search&fm=organic&iid=42abb520-68e8-446c-8b59-f2ee3ffe71ac.SHOFJFXWCEZWUUQX.SEARCH&ssid=h7tms8ez400000001568520488194&qH=47f8ba5c10136d89
Running Shoes For Men,"2,499","4,999",50% off,ADIDAS,False,https://www.flipkart.com/adidas-running-shoes-men/p/itm48de39a820e07?pid=SHOFJFXYVBZKCYGZ&lid=LSTSHOFJFXYVBZKCYGZFJRBFC&marketplace=FLIPKART&srno=s_1_32&otracker=search&otracker1=search&fm=organic&iid=04c2c733-8e3e-429a-9589-ad2dcbb0d354.SHOFJFXYVBZKCYGZ.SEARCH&ssid=h7tms8ez400000001568520488194&qH=47f8ba5c10136d89
Aerobounce Racer M Running Shoes For Men,"3,999","7,999",50% off,ADIDAS,False,https://www.flipkart.com/adidas-aerobounce-racer-m-running-shoes-men/p/itm37f479296381e?pid=SHOFJFXMG2JB89QD&lid=LSTSHOFJFXMG2JB89QDPZK8NJ&marketplace=FLIPKART&srno=s_1_33&otracker=search&otracker1=search&fm=organic&iid=1862c546-182e-4156-8cf0-58681cf74ce3.SHOFJFXMG2JB89QD.SEARCH&ssid=h7tms8ez400000001568520488194&qH=47f8ba5c10136d89
Running Shoes For Men,"3,999","9,999",60% off,ADIDAS,True,https://www.flipkart.com/adidas-running-shoes-men/p/itmc4b582e213971?pid=SHOFJ55GQCGC5YYW&lid=LSTSHOFJ55GQCGC5YYW4PV7KE&marketplace=FLIPKART&srno=s_1_34&otracker=search&otracker1=search&fm=organic&iid=aa9fb880-9f04-48dd-b396-628bd0c7fcfb.SHOFJ55GQCGC5YYW.SEARCH&ssid=h7tms8ez400000001568520488194&qH=47f8ba5c10136d89
Duramo 8 M Running Shoes For Men,"3,999","7,999",50% off,ADIDAS,False,https://www.flipkart.com/adidas-duramo-8-m-running-shoes-men/p/itm4cfb214867988?pid=SHOFJFUZ2EBKHUGM&lid=LSTSHOFJFUZ2EBKHUGMGIBGSE&marketplace=FLIPKART&srno=s_1_35&otracker=search&otracker1=search&fm=organic&iid=bdcff112-ca73-42be-9b02-f06d35f96ddf.SHOFJFUZ2EBKHUGM.SEARCH&ssid=h7tms8ez400000001568520488194&qH=47f8ba5c10136d89
Running Shoes For Men,"3,999","7,999",50% off,ADIDAS,False,https://www.flipkart.com/adidas-running-shoes-men/p/itm950c71de21d66?pid=SHOFJFXFHGYWNYQZ&lid=LSTSHOFJFXFHGYWNYQZPOKSOD&marketplace=FLIPKART&srno=s_1_36&otracker=search&otracker1=search&fm=organic&iid=2bb58290-1238-44dc-99a3-5c0acd4811c8.SHOFJFXFHGYWNYQZ.SEARCH&ssid=h7tms8ez400000001568520488194&qH=47f8ba5c10136d89
PUREBOOST DPR Running Shoes For Men,"7,149","12,999",45% off,ADIDAS,True,https://www.flipkart.com/adidas-pureboost-dpr-running-shoes-men/p/itmf3xxgzc3gyr2h?pid=SHOFFF6SPYWTHZPJ&lid=LSTSHOFFF6SPYWTHZPJIAPYY0&marketplace=FLIPKART&srno=s_1_37&otracker=search&otracker1=search&fm=organic&iid=11949bf9-03f2-44e2-85b7-201857ecde23.SHOFFF6SPYWTHZPJ.SEARCH&ssid=h7tms8ez400000001568520488194&qH=47f8ba5c10136d89
SUPERNOVA ST M Running Shoes For Men,"6,299","13,999",55% off,ADIDAS,True,https://www.flipkart.com/adidas-supernova-st-m-running-shoes-men/p/itmf3xq5ufnadzgm?pid=SHOER6GWFFD8J8HG&lid=LSTSHOER6GWFFD8J8HGRXQWPY&marketplace=FLIPKART&srno=s_1_38&otracker=search&otracker1=search&fm=organic&iid=e32340b2-9367-47de-9c46-1b9dbaaf64e3.SHOER6GWFFD8J8HG.SEARCH&ssid=h7tms8ez400000001568520488194&qH=47f8ba5c10136d89
Prophere Black White Running Shoes For Men,"2,990","8,990",66% off,The Lebron,False,https://www.flipkart.com/lebron-prophere-black-white-running-shoes-men/p/itm045cd6aebc0b6?pid=SHOFJXFXCPBMWG9T&lid=LSTSHOFJXFXCPBMWG9T9DNTYH&marketplace=FLIPKART&srno=s_1_39&otracker=search&otracker1=search&fm=organic&iid=7504786c-c9d6-4bc8-b589-78de14dedee4.SHOFJXFXCPBMWG9T.SEARCH&ssid=h7tms8ez400000001568520488194&qH=47f8ba5c10136d89
Duramo 8 M Running Shoes For Men,"3,999","7,999",50% off,ADIDAS,False,https://www.flipkart.com/adidas-duramo-8-m-running-shoes-men/p/itm7722a2fa7a3a8?pid=SHOFJFWQZGQ9BXKY&lid=LSTSHOFJFWQZGQ9BXKYBMVLG1&marketplace=FLIPKART&srno=s_1_40&otracker=search&otracker1=search&fm=organic&iid=c66614df-79fc-43f3-bf29-885d4ffefa33.SHOFJFWQZGQ9BXKY.SEARCH&ssid=h7tms8ez400000001568520488194&qH=47f8ba5c10136d89
Running Shoes For Women,"2,700","5,999",54% off,Puma,True,https://www.flipkart.com/puma-running-shoes-women/p/itmf3xmazy4eqyst?pid=SHOF3XMAW3HGCH7R&lid=LSTSHOF3XMAW3HGCH7RPBMPON&marketplace=FLIPKART&srno=s_1_1&otracker=search&otracker1=search&fm=organic&iid=en_J%2FMHS5IvHboKJlw1bZ%2BT8XQERI6noa9xj5kbJdILlUxu2Pfp955%2BtrfhHU7b26ZFVoPg37JJ6c0aHFslZ66Rcg%3D%3D&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
INTERFLEX Runner Bridal Rose-Yellow Aler Running Shoes ...,"3,499",NO,NO,Puma,False,https://www.flipkart.com/puma-interflex-runner-bridal-rose-yellow-aler-running-shoes-women/p/itmfhshtgzhzytk8?pid=SHOFHSHSRPCJCJVU&lid=LSTSHOFHSHSRPCJCJVUIKFM1E&marketplace=FLIPKART&srno=s_1_2&otracker=search&otracker1=search&fm=organic&iid=en_J%2FMHS5IvHboKJlw1bZ%2BT8XQERI6noa9xj5kbJdILlUyrstXwSCx0ICK8pRI47Gd7vULJBdzg6GVzVqLaWP63oA%3D%3D&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
Oxygen Running Shoes For Men,459,999,54% off,Beerock,True,https://www.flipkart.com/beerock-oxygen-running-shoes-men/p/itmfhgh9snhtrjae?pid=SHOEGWUDHHGQZTGM&lid=LSTSHOEGWUDHHGQZTGM2K1BGB&marketplace=FLIPKART&srno=s_1_3&otracker=search&otracker1=search&fm=organic&iid=5d1073d1-0590-4ce9-8247-bd1f67da6c17.SHOEGWUDHHGQZTGM.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
WNDR-13 Running Shoes For Men,499,599,16% off,Asian,True,https://www.flipkart.com/asian-wndr-13-running-shoes-men/p/itmff96xgyjjf3fx?pid=SHOF3KF5HXEZE5FN&lid=LSTSHOF3KF5HXEZE5FNUTJLDA&marketplace=FLIPKART&srno=s_1_4&otracker=search&otracker1=search&fm=organic&iid=a7967b8d-df45-4d1c-a2b9-77752e416f35.SHOF3KF5HXEZE5FN.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
"Mesh Running Shoes ,Cricket Shoes Running Shoes For Men...",429,999,57% off,MILESWALKER,True,https://www.flipkart.com/mileswalker-mesh-running-shoes-cricket-men-black/p/itmfgfz2wfujtuxg?pid=SHOFGFH4ZJCQNEXF&lid=LSTSHOFGFH4ZJCQNEXFTDSSCY&marketplace=FLIPKART&srno=s_1_5&otracker=search&otracker1=search&fm=organic&iid=e9b30d49-0441-4678-b24c-3ea1a0d87280.SHOFGFH4ZJCQNEXF.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
Mesh Running Shoes For Men,389,999,61% off,Layasa,True,https://www.flipkart.com/layasa-mesh-running-shoes-men/p/itmfcabbgm8wbagh?pid=SHOFC8RTPYCUZUHR&lid=LSTSHOFC8RTPYCUZUHRHHCGJQ&marketplace=FLIPKART&spotlightTagId=TrendingId_osp&srno=s_1_6&otracker=search&otracker1=search&fm=organic&iid=f73c663e-bb72-45b7-afb3-c90edc816f94.SHOFC8RTPYCUZUHR.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
SM-421 Running Shoes For Men,828,"1,049",21% off,Sparx,True,https://www.flipkart.com/sparx-sm-421-running-shoes-men/p/itm261c0badf87bf?pid=SHOF9GHWGNGCY4KQ&lid=LSTSHOF9GHWGNGCY4KQUUL65F&marketplace=FLIPKART&srno=s_1_7&otracker=search&otracker1=search&fm=organic&iid=95c8c3de-b500-4c47-ab4d-eaf5ca40cc24.SHOF9GHWGNGCY4KQ.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
SM-397 Running Shoes For Men,789,999,21% off,Sparx,True,https://www.flipkart.com/sparx-sm-397-running-shoes-men/p/itmf8g7h4w4h7yaq?pid=SHOF8CCSZYF24RBY&lid=LSTSHOF8CCSZYF24RBYKQ3O6G&marketplace=FLIPKART&srno=s_1_8&otracker=search&otracker1=search&fm=organic&iid=29bdc704-2954-4080-aba1-c2e96e0e125c.SHOF8CCSZYF24RBY.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
Mesh Running Shoes For Men,389,999,61% off,Layasa,True,https://www.flipkart.com/layasa-mesh-running-shoes-men/p/itmfcabb7xmgvstr?pid=SHOFC8RTZAYZK9QZ&lid=LSTSHOFC8RTZAYZK9QZASRJCG&marketplace=FLIPKART&srno=s_1_9&otracker=search&otracker1=search&fm=organic&iid=145604e8-6572-4246-9ce1-81c5c098d2c5.SHOFC8RTZAYZK9QZ.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
"Cosco Navy Blue Gym Shoes,Training Shoes,Hockey Shoes,V...",584,999,41% off,Asian,True,https://www.flipkart.com/asian-cosco-navy-blue-gym-shoes-training-shoes-hockey-shoes-volleyball-shoes-sports-shoes-walking-shoes-running-shoes-running-men/p/itmfe37fzu48vnye?pid=SHOF78HRVYFPAKAA&lid=LSTSHOF78HRVYFPAKAAJ1UMY4&marketplace=FLIPKART&srno=s_1_10&otracker=search&otracker1=search&fm=organic&iid=611ad7f5-382d-4738-981b-34e2dfbe5494.SHOF78HRVYFPAKAA.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
Oxygen Running Shoes For Men,459,999,54% off,Beerock,True,https://www.flipkart.com/beerock-oxygen-running-shoes-men/p/itmfhgh9zzebefbw?pid=SHOEGWUDACNVUFG9&lid=LSTSHOEGWUDACNVUFG9DS8PBM&marketplace=FLIPKART&srno=s_1_11&otracker=search&otracker1=search&fm=organic&iid=7482007c-edf4-4597-af5e-9dbef094def0.SHOEGWUDACNVUFG9.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
ROYCE Running Shoes For Men,891,"1,049",15% off,Campus,True,https://www.flipkart.com/campus-royce-running-shoes-men/p/itm95079a5f93a98?pid=SHOFEHZGKEVZNFUY&lid=LSTSHOFEHZGKEVZNFUYMLBL2T&marketplace=FLIPKART&srno=s_1_12&otracker=search&otracker1=search&fm=organic&iid=f04890cc-b5ef-4ce4-aeff-f1f162172d7f.SHOFEHZGKEVZNFUY.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
Running Shoes For Men,493,999,50% off,Adza,True,https://www.flipkart.com/adza-running-shoes-men/p/itmf3xz4rpvydgax?pid=SHOF3BHPY3QJBJ4M&lid=LSTSHOF3BHPY3QJBJ4MPANESY&marketplace=FLIPKART&srno=s_1_13&otracker=search&otracker1=search&fm=organic&iid=d887047a-f92c-46ea-b54a-dd7620090144.SHOF3BHPY3QJBJ4M.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
NRGY Asteroid Running Shoes For Men,"3,999",NO,NO,Puma,False,https://www.flipkart.com/puma-nrgy-asteroid-running-shoes-men/p/itmfhsjfmhzvga98?pid=SHOFHSHXKBHZGCHU&lid=LSTSHOFHSHXKBHZGCHU9QH2ZY&marketplace=FLIPKART&srno=s_1_14&otracker=search&otracker1=search&fm=organic&iid=en_J%2FMHS5IvHboKJlw1bZ%2BT8XQERI6noa9xj5kbJdILlUwdokFraX8FUobCGnOYnyv1ggbJWTei3mdHKW7JLi28%2BA%3D%3D&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
Blue-774 Running Shoes For Men,340,499,31% off,Oricum,True,https://www.flipkart.com/oricum-blue-774-running-shoes-men/p/itmf3xwsjmbghuwx?pid=SHOF2WSHVKZ4HKDG&lid=LSTSHOF2WSHVKZ4HKDGPHJU5D&marketplace=FLIPKART&srno=s_1_15&otracker=search&otracker1=search&fm=organic&iid=1926b458-ca7c-4187-99a1-4fccf0be06c2.SHOF2WSHVKZ4HKDG.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
Sports Outdoor Running Shoes for Men/Boys Walking Shoes...,499,999,50% off,Arise,False,https://www.flipkart.com/arise-sports-outdoor-running-shoes-men-boys-walking-men/p/itmffppt3semkvc6?pid=SHOFFPGHWYKQGGHN&lid=LSTSHOFFPGHWYKQGGHNKVV7RX&marketplace=FLIPKART&srno=s_1_16&otracker=search&otracker1=search&fm=organic&iid=cdf4dafe-58a1-4509-b083-544aa56030ec.SHOFFPGHWYKQGGHN.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
Density Running Shoes For Men,429,999,57% off,Density,True,https://www.flipkart.com/density-running-shoes-men/p/itmf97hcctv4pzke?pid=SHOEKRUZCRFGU4Z8&lid=LSTSHOEKRUZCRFGU4Z8BRMWXR&marketplace=FLIPKART&srno=s_1_17&otracker=search&otracker1=search&fm=organic&iid=cc250b7f-462d-4312-a807-9b01ac1cdf29.SHOEKRUZCRFGU4Z8.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
Running Shoes For Men,584,"1,299",55% off,M7 By Metronaut,True,https://www.flipkart.com/m7-metronaut-running-shoes-men/p/itm2b85693096497?pid=SHOFGU74MEWTZWK2&lid=LSTSHOFGU74MEWTZWK2LBCY0X&marketplace=FLIPKART&srno=s_1_18&otracker=search&otracker1=search&fm=organic&iid=1c544f2f-acd3-4745-845c-ba55c085e15c.SHOFGU74MEWTZWK2.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
Feet Rodeo IDP Running Shoes For Men,"1,814","3,299",45% off,Puma,True,https://www.flipkart.com/puma-feet-rodeo-idp-running-shoes-men/p/itmfhurxgkyzjgup?pid=SHOFHUR7RFEZN7RY&lid=LSTSHOFHUR7RFEZN7RYVQPIEL&marketplace=FLIPKART&srno=s_1_19&otracker=search&otracker1=search&fm=organic&iid=0a196304-d15d-4999-9346-7fa79506e636.SHOFHUR7RFEZN7RY.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
NRGY Star Slip-On Running Shoes For Women,"5,499",NO,NO,Puma,False,https://www.flipkart.com/puma-nrgy-star-slip-on-running-shoes-women/p/itmfhus6t6rq66jt?pid=SHOFGYDDSDVFTZW9&lid=LSTSHOFGYDDSDVFTZW9TUE4YG&marketplace=FLIPKART&srno=s_1_20&otracker=search&otracker1=search&fm=organic&iid=en_J%2FMHS5IvHboKJlw1bZ%2BT8XQERI6noa9xj5kbJdILlUz%2FEhCIitTANG7MwQ%2FDzHRVlR88JOqzKxRl%2BXogFuYchA%3D%3D&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
Combo Pack of 3 Casual Shoes (Loafers Shoes) Running Sh...,597,"1,497",60% off,Chevit,True,https://www.flipkart.com/chevit-combo-pack-3-casual-shoes-loafers-shoes-running-men/p/itmfdvthqxf5rhse?pid=SHOFDVGWYYWN45PH&lid=LSTSHOFDVGWYYWN45PHKHT2KB&marketplace=FLIPKART&srno=s_1_21&otracker=search&otracker1=search&fm=organic&iid=d96ab3f3-85fa-4202-993d-be15d7acd3d1.SHOFDVGWYYWN45PH.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
Revolution 3 Running Shoes For Men,"2,217","3,695",40% off,Nike,True,https://www.flipkart.com/nike-revolution-3-running-shoes-men/p/itmfg2b3hjdzp9sn?pid=SHOFG2B2QNEJ6PTY&lid=LSTSHOFG2B2QNEJ6PTY6IXEYX&marketplace=FLIPKART&srno=s_1_22&otracker=search&otracker1=search&fm=organic&iid=8d2d48c3-567b-4bd3-afcf-3e174961e5cf.SHOFG2B2QNEJ6PTY.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
SM-277 Running Shoes For Men,670,849,21% off,Sparx,True,https://www.flipkart.com/sparx-sm-277-running-shoes-men/p/itmf3xta2gyq5bjc?pid=SHOEQHMQZ9KJAZRS&lid=LSTSHOEQHMQZ9KJAZRSCID1OS&marketplace=FLIPKART&srno=s_1_23&otracker=search&otracker1=search&fm=organic&iid=23937580-c6a8-4cd9-af44-3f7c7b3fa5b9.SHOEQHMQZ9KJAZRS.SEARCH&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
by Red Chief Running Shoes For Women,"1,346","1,495",9% off,Furo,True,https://www.flipkart.com/furo-red-chief-running-shoes-women/p/itmf4ayb5fbrfebr?pid=SHOF4AWCJPVMMQFT&lid=LSTSHOF4AWCJPVMMQFTA81T8L&marketplace=FLIPKART&srno=s_1_24&otracker=search&otracker1=search&fm=organic&iid=en_J%2FMHS5IvHboKJlw1bZ%2BT8XQERI6noa9xj5kbJdILlUyaIKdrnsLeu%2FXK1QFrX2dQJun6oYSfxsGhyIMSDfDrWQ%3D%3D&ssid=yhz8s4pejk0000001568520492887&qH=fb2c617de801b9f1
